protein_name	eff_size	p_value	p_value_sex
BCL2L1	1.16940568485217	0.621552328241605	0.813700786755713
BCL2L2	-1.60981400220938	0.258549717404852	0.686372702752025
BCL6	0.666003054558701	0.734296295552457	0.799417314794764
BDNF	8.86322021997647	0.00019964475711124	0.367487907312799
BGLAP	-0.526981137549572	0.513588903831897	0.807708196486599
BGN	-10.7301805902602	9.8354193063495e-06	0.390904986726008
BID	2.4116719134532	0.147804299589598	0.741578161855303
BIRC3	10.0992112941495	0.00210457777524645	0.724503858149938
BIRC5	0.363709948455043	0.894870783339155	0.753096681007585
BIRC7	-0.462641335034664	0.525935653131332	0.748133777909304
BMP1	-11.2095311760738	1.94027453722006e-05	0.450214188270916
BMP10	-1.1272352488952	0.519401369716053	0.718985474394638
BMP6	4.85965399795023	0.0249633007992267	0.444926040313336
BMP7	-1.49059387633157	0.177144881075472	0.848780634817722
BMPER	2.5080306161013	0.258305018177738	0.73879956501385
BMPR1A	2.29254469891179	0.272062077884546	0.806368645710895
BMPR2	3.58859581318923	0.238619409240987	0.72681838098365
BMX	5.83008006062324	0.0581598626624536	0.823797258317203
BOC	-9.92072154687741	0.000219158380753989	0.523868234091396
BPI	4.20661137933231	0.000350282844678107	0.60897246809299
BRF1	1.96925320865862	0.39771494145753	0.665294937307174
BSG	5.80448344576841	0.0573761214622229	0.910527593901858
BST1	-2.26030717233992	0.167386863844506	0.753157831924444
BTC	12.3563813312821	3.86444873931073e-05	0.711559658581165
BTK	0.0246177471262592	0.964369587959627	0.758029420884237
C10orf54	14.4821753013755	0.00433923395367316	0.545163740538087
C1QA.C1QB..C1QC	0.495271533267365	0.831479671230688	0.743847077091934
C1QBP	24.3297655465103	0.000301449843088429	0.492971364772842
C1R	5.28676124259441	2.74433447154814e-06	0.856327684685307
C2	6.43366053910416	0.0247851134988608	0.863626586958739
C3	-6.62573407971285	3.14445248704928e-06	0.542624731324044
C3.1	-1.01104052453118	0.360514535511476	0.741380467638813
C3.2	-9.15496018319005	0.000890097817583943	0.897255634879541
C3.3	-1.37436365009766	0.0166995422896729	0.645033698177403
C3.4	-1.65638347719651	0.0149217616973713	0.778369034376992
C3.5	-4.23025344868479	0.0274600876582366	0.501934380793731
C4A.C4B	3.82702769273795	0.000117329430963721	0.993012244566679
C4A.C4B.1	1.68673273867582	0.411650620327345	0.730915105591559
C5	13.3715926475443	0.00319267758884865	0.550183670785325
C5.1	6.55865123666119	0.00011116701250409	0.982695451793801
C5.C6	6.38385224569033	0.077137323282318	0.686264097126949
C6	0.202118987861883	0.89404175376071	0.759597934672084
C7	5.18773366345326	0.0358701640027307	0.797974299249175
C8A.C8B.C8G	-2.47789979590583	0.249019776528111	0.784805519233602
C9	9.78351796097934	0.00151371353043261	0.991597679622473
CA1	2.59684464910562	0.00767661564239641	0.417234262139987
CA10	5.08536812205894	0.112966191432877	0.784009604551561
CA13	-1.64213894807499	0.0226903262179594	0.437531853065122
CA2	3.18130504068372	0.131767401790305	0.666734663087004
CA3	6.84926103295835	1.41127970377883e-05	0.136415637889428
CA4	-0.346050533098499	0.822111566808062	0.751237796272648
CA6	-5.52711143335575	0.000175826940813376	0.818703595385622
CA7	1.75091117678653	0.370298208016202	0.821843851340133
CA9	2.61048104696384	0.102204843219802	0.825863293024656
CADM1	-3.96852424185322	0.138112584515931	0.687416678191963
CADM3	-5.02321927931421	0.0121517910472252	0.282486196340868
CALR	10.5590780027488	0.001359082273898	0.283240965624342
CAMK1	-2.33256671131635	0.285283346017713	0.749202135680072
CAMK1D	10.4319356799465	0.00216808646773447	0.775229358678182
CAMK2A	-3.09912594344229	0.0121856314031212	0.429634717728412
CAMK2B	-1.48474555547913	0.0882815413282985	0.665701047342347
CAMK2D	-2.24451897043163	0.0138755434762672	0.527991417635885
CAMKK1	3.97613887503188	0.0273596879375944	0.703082135997035
CAPG	20.9063538548336	1.53246504573577e-05	0.112507546993957
CAPN1.CAPNS1	1.3637270895747	0.22498596805823	0.775241455374896
CASP10	8.36760729136578	0.0974600492513769	0.858452198548435
CASP2	-0.37001240261479	0.567691064489843	0.790294358941776
CASP3	-1.78816735084566	0.0107374860521905	0.433508759749005
CAST	-1.82594191659068	0.261417867970747	0.507002867132607
CAT	5.48665115053411	0.00101742474606486	0.334052197497627
CBX5	13.6960680170569	0.000932089580699883	0.976395910016361
CCDC80	30.7580179440798	2.82104634223594e-05	0.276731306274738
CCL1	2.07457244384585	0.304971141329132	0.77434974347602
CCL11	13.9142310271755	2.09720651971078e-06	0.970163429405059
CCL13	6.25047150692825	0.0340673233175436	0.749799484862527
CCL14	2.05213151237632	0.179030000314438	0.816530264159374
CCL15	2.111824354459	0.24031357766189	0.62472432506387
CCL16	1.06460250055045	0.497529290488616	0.681195196215624
CCL17	4.76896514485024	0.00123009565924383	0.548419635467253
CCL18	8.90855808330444	1.7120976303277e-05	0.115738759823615
CCL19	0.893067375517875	0.447867593028379	0.766132629224752
CCL2	17.0596419039139	9.48857307564271e-06	0.657241249330454
CCL20	4.87660861902472	0.0396273445212194	0.902851173660586
CCL21	-3.62723536409645	0.111327007378533	0.945155483597588
CCL22	-1.6584890530756	0.348394913998576	0.694271894648558
CCL23	6.36255283831306	0.0071116065531796	0.692685969072041
CCL23.1	5.81727875271169	0.00650771256906304	0.593392521627366
CCL24	3.95774557562119	0.220875307827621	0.929118367369055
CCL25	-0.892539577146729	0.383269103336132	0.72695244247341
CCL26	5.88011896566703	0.0120877158527023	0.507345964988004
CCL27	11.7333522608748	0.00281686195124965	0.808428166905073
CCL28	5.61773295623157	0.00222671819805915	0.940712627210697
CCL3	9.49461318414623	8.455418204115e-05	0.34564246161579
CCL3L1	10.7273448194508	0.000878228262318492	0.314318363225518
CCL4L1	-2.26150668679147	0.0895062837076875	0.691663255091329
CCL5	0.814454546784956	0.19670991089948	0.838268578626737
CCL7	4.65303743251863	0.0197063911543104	0.854646523638824
CCL8	15.7388746372936	4.3409395088968e-05	0.692239658715822
CCNB1	1.09893740356579	0.413703589137845	0.707761053578797
CD109	-5.32735721403731	0.017202194184879	0.672563444927124
CD163	2.44694049129655	0.158400404442688	0.791540405772236
CD177	0.480253454412651	0.548798830445651	0.790365858890205
CD200	1.19781504735178	0.601157522796076	0.748488768959906
CD200R1	-2.31270958799403	0.4299215224994	0.669652527366133
CD207	7.39982443000107	0.0173664822707747	0.5550323627214
CD209	-1.07830269458413	0.508625722825821	0.694449513607446
CD22	1.38940893396511	0.647272012636045	0.798097889987974
CD226	0.433640261122512	0.808611379723559	0.774410113438652
CD244	-1.8744080767258	0.518697562902223	0.659334182075434
CD27	1.44711210025618	0.630070650982735	0.724672674793244
CD274	-0.378413794832676	0.7225591873232	0.740842429910954
CD300C	7.5087771784678	0.00156765035085612	0.809956862684256
CD33	3.66152744716615	0.00274874684339899	0.540706699306072
CD36	0.662753486469719	0.624597741809505	0.844857437026054
CD38	12.4848441457742	0.00211828135488121	0.538506060740829
CD4	7.83441211619556	0.0294301201993141	0.788251608780044
CD40LG	0.0976519015526613	0.925129422805518	0.755912789723673
CD47	4.80742225344815	0.0230951002646103	0.733603470037006
CD48	6.91722482341296	0.0195986324962577	0.728724060728462
CD55	16.8968201083939	7.43256252364074e-05	0.27699660916711
CD59	5.63969133239329	0.0575218933945585	0.46502773535289
CD5L	0.0677479715080479	0.958558579662673	0.763864904919693
CD63	1.94691590757008	0.534689918673934	0.794734324835495
CD70	4.27192650021955	0.104663448850991	0.67346276175782
CD80	0.224002103087865	0.880994972374527	0.761195922268019
CD83	-0.237905236793632	0.783107465448598	0.765528408197998
CD84	2.20294211844746	0.338477232611989	0.796249677926413
CD86	-1.84541225263873	0.0598691484580317	0.880408932960684
CD93	-1.35455316339929	0.602142682222317	0.753725311995114
CD97	2.36623622151295	0.22548762210091	0.769949324229964
CDC2.CCNB1	2.43765713362951	0.415279158296756	0.735457637138932
CDC37	17.2764849785539	8.25685207709732e-05	0.755913816397602
CDC42BPB	8.08437193741172	0.0242799278071879	0.604929267881164
CDH1	-2.40352585150399	0.461321659074008	0.750821380822157
CDH12	1.18054413555489	0.524290262224152	0.734091034318757
CDH15	10.1649393464895	0.00317288219634837	0.297475307922942
CDH2	5.8980110551952	0.0459674368658912	0.630204656197538
CDH3	-8.87387709000091	0.00337565918043395	0.636309038739175
CDH5	-6.5607025239024	0.0344812435700807	0.941076640305777
CDH6	-1.93163693414898	0.152801568344708	0.884451408133479
CDK2.CCNA2	12.5266304162145	0.00697930311842688	0.982328262807551
CDK5.CDK5R1	4.37535491505228	0.0374286705237546	0.663149175886393
CDK8.CCNC	1.3313192555348	0.53032292641907	0.801255188777255
CDKN1B	0.518853360287666	0.617449160574002	0.720260176692494
CDNF	3.73382747041361	0.100509728734207	0.515567905068211
CDON	-13.2942296419698	3.04814613963381e-05	0.70569883007233
CEBPB	7.56289558023922	0.0227793224975963	0.820778913862221
CFB	2.11465417958524	0.579974132504585	0.743693004735153
CFC1	18.9950262948998	7.75481221634003e-05	0.455601936130424
CFD	7.00848054049239	0.00143236707385526	0.691403931164908
CFH	9.82739105526828	0.0520906654432055	0.526143607365799
CFHR5	5.44828705614931	0.0266180973601178	0.636762115741502
CFI	4.00059499868507	0.430983669486064	0.783593517924835
CFL1	-0.49480599165479	0.703232592129687	0.754685485072715
CFP	-4.70404357033756	0.0958202159943755	0.711741895513688
CGA.CGB	4.54055514800192	2.29549071616572e-06	0.00748512586764065
CGA.FSHB	6.22579886503043	1.14931039808762e-06	0.000679777813343002
CGA.LHB	9.92023043196749	2.11273787768867e-05	0.00103676531999384
CGA.TSHB	-2.02841861467981	0.0311106862291367	0.900315827934837
CHEK1	0.286355384418511	0.91760300024777	0.756699377181271
CHEK2	0.0711124719724212	0.934275476040196	0.751722102107836
CHGA	1.48846448554396	0.0154975138132632	0.49536341798318
CHI3L1	4.08962147552031	2.02913665886333e-05	0.863206936386862
CHIT1	4.83514132302028	1.10155395367179e-05	0.78212111878892
CHKB	-3.46807994490703	0.0411256476518066	0.552069641393834
CHL1	4.95438447355043	0.0674375627939078	0.815071206945172
CHRDL1	12.3265003655477	0.000117372464160517	0.7091931660453
CHST15	8.12389221286884	0.0158340835132844	0.812887366149813
CHST2	-0.478177939859778	0.78322612087592	0.724586552795939
CHST6	1.4737768884621	0.47221770559855	0.816961889194178
CKAP2	-0.756404665049375	0.754877469083706	0.762282316011981
CKB	0.736826550437097	0.509062352046654	0.771476453797574
CKB.CKM	-6.17639282568445	6.49426720892693e-06	0.387028584692847
CKM	-4.51510550779013	0.000287145158863732	0.870725637174315
CLC	0.0269885360398529	0.980564054542156	0.754369940813648
CLEC11A	-0.0286891017608509	0.98921629543498	0.76105317155861
CLEC11A.1	-0.674781196776857	0.702334826915241	0.815752106821679
CLEC1B	0.517148978918429	0.628368658925307	0.764439306834312
CLEC4M	-13.5881375757785	0.000361318181000456	0.634926154572939
CLEC7A	13.9882188376491	0.000158457265492279	0.283763582022457
CLIC1	-0.0952065664561721	0.902005471368459	0.748399007910113
CLU	9.60739369419308	0.00754883908143875	0.957591497395035
CMA1	9.26421595932644	0.0201468168450759	0.628475225005098
CMPK1	6.78678613670232	0.0203867744748714	0.476381296156283
CNDP1	-2.16109058783805	0.12242917632728	0.819990949762854
CNDP2	5.04884680203019	0.098944346611751	0.960761348894872
CNTF	5.38748094731892	0.093063450693379	0.660613590615505
CNTFR	0.501840790348654	0.81803240775267	0.747306119863198
CNTN1	4.09311668987372	0.139909517609502	0.987335082238657
CNTN2	3.72342119401998	0.0366252676923165	0.876029208193552
CNTN4	-3.65282489475931	0.223595194545693	0.617067934075762
CNTN5	5.80709209348899	0.131119076975119	0.959998924341573
COL18A1	3.93194221808498	0.148101260051843	0.638999931369193
COL23A1	-0.185801890299348	0.873007573045047	0.740327194755559
COL8A1	-1.14744023495518	0.0875552117623847	0.564826509981253
COLEC11	3.55230981775053	0.0192809113644969	0.509174372968853
COLEC12	-0.229745709130972	0.907053175032038	0.740569011523215
COMMD7	-2.78273505091449	0.144021594712467	0.545070087622724
COTL1	-13.476027576906	0.000280639346966569	0.643029621737945
CPB2	6.38726880665627	0.0432619251959369	0.670149662511242
CPE	8.24632446734961	0.00265694643223483	0.559202492924262
CPNE1	0.358222283138828	0.617481882079319	0.777890444744387
CRELD1	4.54141812020542	0.0517141620555204	0.59589880293529
CRISP3	5.08684075448417	0.0550063077753367	0.71229312426025
CRK	-1.93166750088478	0.17422012677971	0.61766733073664
CRLF1.CLCF1	-0.21027760806	0.901137278245253	0.751251906594467
CRLF2	11.9765726216919	0.00351048913556459	0.610027782585578
CRP	2.59044392825327	0.000351333099332201	0.992846225935528
CRTAM	5.53764201364175	0.0186554162136733	0.793757688322329
CRYZL1	0.698864283850251	0.532163352959238	0.813556127012492
CSF1	5.26884808480279	0.0480713673788189	0.664056541735945
CSF1R	2.08276469257435	0.278948956049594	0.869180642876668
CSF2	7.03542931768238	0.0252783625268141	0.882848871612044
CSF3	-0.798851046741794	0.212346834862602	0.771913141306907
CSF3R	3.80255487946534	0.0501269881940318	0.772757918150425
CSH1.CSH2	1.52810959392744	0.449050063947111	0.74023147946977
CSK	-0.416409203449501	0.490354684737399	0.717155095597263
CSNK2A1	-1.04050639709495	0.522307522887594	0.722484964924565
CSNK2A1.CSNK2B	0.330216995142208	0.717346608595896	0.756796929524436
CSNK2A2.CSNK2B	-0.303587686739322	0.773005031237669	0.751603046997505
CSRP3	5.56645916238628	0.0081477026175885	0.685859570791479
CST1	3.64174970154007	0.00291328461187192	0.682962770927025
CST2	3.16191996648037	0.00597625598841521	0.609662237046814
CST3	17.7935655005348	7.15547599358314e-05	0.20315367463873
CST4	6.13319879365206	0.00561016614255054	0.753020370312217
CST5	7.0368070604688	1.92124675412049e-05	0.856613795514921
CST6	-7.60548702061318	0.000146010661412728	0.456519463607793
CST7	3.83729624181937	0.0330474324531716	0.874999726488706
CTF1	-1.27320834129884	0.351090018232027	0.813129547438085
CTGF	6.38819693734301	0.0296810572724622	0.775964369894578
CTLA4	-1.13530209414729	0.163624705347138	0.69210123980299
CTSA	4.15388647390524	0.00362934336482927	0.546071246222677
CTSB	5.61261655751918	0.0204590498018856	0.417826283728926
CTSC	2.54694678500727	0.476305814956345	0.783417806466618
CTSD	11.4940987652106	0.000701144607826901	0.506683932302515
CTSE	7.94316755781702	0.0224042612289935	0.61963438723475
CTSF	4.15822653857727	0.0650970743886604	0.637525877043127
CTSG	3.18426860166742	0.138212569533351	0.65939165171706
CTSH	-1.34181014156509	0.273293166925743	0.794358529766708
CTSS	12.6140516303229	1.01177244332057e-05	0.709520708706696
CTSV	-15.8876161313318	5.71028565193037e-06	0.851034244779701
CTSZ	7.45176897439073	0.00277265899654043	0.69617302025265
CX3CL1	3.1846194000677	0.0669390957862212	0.726736140297968
CXCL1	0.839223519573682	0.522610582904012	0.804224870636906
CXCL10	2.5895123297398	0.0442332983342678	0.803823431648743
CXCL11	4.26833920039969	0.00207991936985187	0.920479809112961
CXCL12	13.2750222194515	0.000212966024101986	0.427108459620785
CXCL13	7.22528380173541	0.000287182204119414	0.447842974438728
CXCL16	8.56837344002977	0.0089449634458041	0.74964065254067
CXCL3.CXCL2	0.943273924411825	0.348298661307756	0.77055567294085
CXCL5	7.0495282093959	0.0670241206394469	0.7960858637952
CXCL6	-1.03518411896782	0.446467141713504	0.7258507905398
CXCL8	1.61630316501017	0.445438920763768	0.761387488928716
CXCL9	3.15272458320646	0.0127231868632909	0.697654862216237
CYCS	-4.13965609771507	0.0475994724161848	0.874220029624273
CYP3A4	0.177767592702885	0.900728424612496	0.766535412933482
DAPK2	1.91688778031844	0.394370749364966	0.783295189147474
DBNL	-1.60654071487638	0.153049165981367	0.750020574464378
DCN	4.40338766848104	0.206421220078116	0.829666964608909
DCTN2	14.5418754381752	4.50310523768862e-05	0.430312022617272
DCTPP1	-0.18835877244017	0.898807020602881	0.744331297444314
DDC	3.15498447262555	0.319766198070988	0.781033945813807
DDR1	0.482724950436077	0.750525065709287	0.743124017944908
DDR2	9.01814814965922	0.0102411016658063	0.288940716852401
DDX19B	0.535071787964832	0.597255686266434	0.790449502927805
DHH	3.30351166478034	0.0525982589045868	0.738483777953677
DIABLO	4.79600156389926	0.117038649761244	0.672877948115723
DKK1	4.86638278333302	0.000159414684426037	0.981790659442037
DKK3	15.9455606067135	2.59418508819998e-05	0.732729752980632
DKK4	21.2589698212003	1.26652917832273e-05	0.18671297983184
DKKL1	-2.85414278288256	0.281931630984219	0.698540730923206
DLL1	11.2072063028771	0.0022738400432938	0.430676215485629
DLL4	-8.89377557690706	0.00141454229273109	0.424286485904926
DNAJB1	-1.85581158705196	0.0819842156275197	0.634903939466316
DNAJC19	16.7286844029732	7.88355308956591e-05	0.985314073110132
DPP7	13.4804741901895	0.00355943442204231	0.731200554144219
DPT	10.2244238318315	0.000344690428720541	0.60324360741082
DSC2	10.9514798746687	0.000285267730635213	0.524362446000679
DSC3	-1.47376955758251	0.282447287064062	0.759013719731539
DSCAM	5.57385007935166	0.0515639425691186	0.828655920421053
DSG1	-0.561679129216144	0.730667548476574	0.736019014987409
DUSP3	-2.59990898818134	0.00758290572460225	0.408493899764599
DYNLL1	0.523556878476106	0.683635120078593	0.804424260222416
DYNLRB1	-2.03959800279399	0.00593214035743267	0.452989393355036
DYRK3	11.0690235162744	0.00148483863631955	0.313864431367934
ECE1	0.741041997233343	0.782078107232362	0.788735344566007
ECM1	-14.3706132599083	9.35889329284447e-05	0.854022554663477
EDA	0.708351791137456	0.714512856941062	0.755954433682137
EDA2R	20.1732042687888	5.96399494234434e-06	0.48685855702583
EDAR	2.0457766090591	0.174118086459678	0.844883066483972
EEF1B2	1.02152340123504	0.448480432876964	0.769433959813763
EFEMP1	22.6639385566636	4.78492282153976e-06	0.48158201985281
EFNA2	10.1749512537265	0.00638014427325346	0.570273083440316
EFNA3	-3.61763130816255	0.136567058899547	0.85174046205091
EFNA4	10.977950275038	0.000154313127147457	0.442585257655305
EFNA5	0.329713533604179	0.871362713556123	0.749281496651366
EFNB1	18.53204159158	0.000324910059070065	0.949505143682273
EFNB2	-1.35754628721802	0.461536611004462	0.75773701892667
EFNB3	5.0567188698592	0.0526805472399655	0.624059246939923
EGF	-4.34918598279575	0.00389170359659658	0.66481701155641
EGFR	-11.5995193962663	0.00119591707085768	0.672076051805865
EGFR.1	1.97368211618951	0.210537799860727	0.861874318358103
EHMT2	1.87346737773287	0.276369814152629	0.880374751558996
EIF4A3	6.96080731500196	0.00122500060630725	0.86318669014656
EIF4EBP2	13.7188428751622	4.60040002012157e-05	0.645420451807649
EIF4G2	-1.88019170487702	0.015549662555238	0.526172771818762
EIF4H	-2.59681253692476	0.00134083090884098	0.302322172240665
EIF5	3.4341594038609	0.0605319058776079	0.833844822687824
EIF5A	1.9914967265175	0.0775647481525787	0.741631461167923
ELANE	3.26621148121208	0.0944206684331906	0.580793646239069
ENG	-12.0043196637194	5.55462481837404e-06	0.46305528159704
ENO1	-1.48238155186729	0.11082478187412	0.612859747979349
ENO2	-6.00351666494366	0.001954518728289	0.369076017420061
ENPP7	3.19305359140085	0.00236028058369662	0.60630357924626
ENTPD1	0.103823757872008	0.97157447443496	0.75369076727257
ENTPD3	0.947372777426286	0.774084092672801	0.7771167167973
ENTPD5	0.475765924470468	0.820717551870861	0.765769936976088
EPB41	2.76710659470458	0.0328057881683679	0.449234694260253
EPHA1	-2.53666785437931	0.087149274543268	0.79912655936724
EPHA10	19.419863732841	9.28324796742867e-05	0.849232154877491
EPHA2	7.4246075837107	0.000702065277530836	0.642657947110649
EPHA3	1.74097671308591	0.433422614986335	0.752442140112948
EPHA5	-3.62596220596988	0.0818851316149976	0.595137162433634
EPHB2	6.99602730721738	0.00233086345712034	0.846440068988839
EPHB4	7.78682266733973	0.0215198835002136	0.640913276252523
EPHB6	4.04218833430524	0.199865500784064	0.753645577298008
EPO	-0.717052602474924	0.55837705870162	0.744480372215585
EPOR	17.3618474700268	7.78076954085844e-05	0.596918902886022
EPS15L1	-1.37165215122637	0.116305563650914	0.790082064649934
ERAP1	-0.709344930988104	0.508736502726015	0.744792025348034
ERBB2	-0.292979404270594	0.689078476860121	0.775747775582263
ERBB3	-2.09461247346326	0.302584554568562	0.618732418352993
ERBB4	6.73975456372595	0.0235730752780386	0.668028048935174
EREG	0.994431013197687	0.477175955544274	0.77630848024438
ERP29	4.27882264253754	0.028326323922128	0.546139128216379
ESAM	14.7797360233422	0.000324873270219006	0.43730462665136
ESD	-3.0183966792765	0.0620143972485437	0.773731372533317
ESM1	2.77761475837804	0.172725338916677	0.648744349085675
ESR1	18.9604355816003	5.31315489786039e-05	0.261806742495483
ETHE1	10.4425819179597	3.22259210044375e-05	0.447246725848434
F10	-16.6874062984912	0.000715814324986332	0.412129297300871
F10.1	-16.174622597593	0.000664030652725663	0.389563782990933
F11	4.0791587078845	0.0766018937771796	0.924219647846603
F2	-2.05439653796551	0.000172850302130279	0.493864464312168
F2.1	-19.2498487998076	0.000547092667530246	0.365691820584523
F3	1.08301675990112	0.465434852163697	0.655964254506194
F5	0.342187203770415	0.901193471249592	0.749214474927841
F7	2.37002124747586	0.330664461103449	0.944110756351627
F9	2.70117008142462	0.349480611073466	0.761724486726405
F9.1	3.24364626152807	0.250260335639827	0.777370774483605
FABP1	-0.587277977006288	0.626049469710553	0.775503327356059
FABP3	6.43370975819329	0.000186201539409007	0.372567960151943
FABP5	5.20575956380964	0.0243598181447226	0.806488269291291
FAM107A	19.1119302376643	7.28626589353385e-05	0.66023185385883
FAM107B	-3.00718268451238	0.0697993689246104	0.495992285884279
FAM3B	7.19943888710936	0.00296582089696688	0.649410879726701
FAM3D	2.64325335105156	0.0136768722724166	0.750188068314129
FAP	-7.90747576145591	0.00450117259259483	0.883206611400797
FAS	17.7897217842424	1.88926772111202e-05	0.526424350501859
FASLG	-4.03987558410342	0.00400723109474484	0.376135959697726
FCAR	3.41040857284058	0.136227025092255	0.808976321010008
FCER2	-0.695215097775216	0.589600403738106	0.732307171975847
FCGR1A	0.808239553109598	0.571910218322178	0.791573534695245
FCGR2A	-0.0544618456087722	0.868228549735825	0.749495938271216
FCGR2B	0.72970045323155	0.415156791214403	0.709414707515833
