protein_name	p_male	beta_male	corr_male	p_female	beta_female	corr_female	p_all	beta_all	corr_all
AKT1.AKT2.AKT3	0.00771394410495079	-0.00285655782277949	-0.28880822130834	0.26286336201448	0.00134394691953569	0.121349900730946	0.368520273873566	-0.000727345205039006	-0.0691922966828682
AKT2	0.023797712829043	-0.00273625543543815	-0.246502205392073	0.316739574486995	0.00128364621567618	0.108590619208261	0.430133564310308	-0.000696574727112282	-0.0607231976045171
ALB	0.350942635908461	0.000337757485035857	0.103045485021813	0.36723995060418	0.000271005765494202	0.0978506392627846	0.208805182992181	0.000312528776109022	0.0965978823655352
ALCAM	0.00182221746283281	0.000974216397177015	0.335296312053738	0.407493113284768	-0.000265199229149158	-0.0899250392519056	0.155299786979771	0.000337669184382538	0.109146663849262
ALDOA	0.00017175108607504	-0.00217576709135096	-0.398787025203242	0.626326182316965	-0.000338345858689006	-0.0529305704749084	0.00612692191775331	-0.00124253851213984	-0.208818429108467
AMH	0.329510854346268	0.000425050770304651	0.107695953216428	0.0238274454038463	-0.000683906131590119	-0.242170837035663	0.59690256902559	-0.000139971778907618	-0.0407248535185215
AMICA1	0.750060326403934	0.000233737188778527	0.0352754687526858	0.897484884088342	8.30992165981922e-05	0.0140150459787193	0.741349191957059	0.000159953676616136	0.0254232589609569
AMIGO2	0.0992701851169359	-0.000900100650769518	-0.181078498265408	0.154124911817528	-0.000560713243584313	-0.154102588739644	0.0286163751694719	-0.000731111115971687	-0.167421241150785
AMN	0.0352514926513813	0.00114361421291691	0.23008010936786	0.137188696835665	0.00116152836700466	0.160639167347334	0.0172396391081308	0.00114526535263515	0.181933989770007
ANG	0.106433411567942	0.000689042512591242	0.177407060433416	0.0714120781235818	0.000854411871399878	0.194249607457485	0.017522817363897	0.000781629796792816	0.181482780441228
ANGPT1	0.129097482005829	0.00135238447407501	0.166928437104413	0.000143139408712227	0.00368257160000275	0.39657556310854	0.000122910212903428	0.00253026337590102	0.28948133833087
ANGPT2	9.25178305138397e-10	0.00410216942945449	0.607073934852343	6.65414056897813e-05	0.00275567162685226	0.414211818996005	1.33660516781041e-12	0.00341485805517794	0.507890937553575
ANGPT4	0.0143304294277635	0.00151825852417102	0.266339371728897	0.00281389638878703	0.00285068895193197	0.316577654212309	0.000119462525118328	0.00219280013550062	0.289984646483941
ANGPTL3	0.0386580598629811	0.00111428113796668	0.226073927860436	0.00828200413224621	0.00145010837773388	0.281400776470146	0.000774447239195512	0.00128462763851629	0.254695998234217
ANGPTL4	7.43380775869572e-05	0.00268864900565344	0.418535024034011	0.000269429437482533	0.00269921617452282	0.381230553037728	1.31492101913431e-07	0.00270542922471557	0.390268415885997
ANK2	0.48403680741547	0.000906450152162618	0.0774022496338963	0.208431806576045	0.00166350712782852	0.136200407397375	0.160179744370346	0.00129117239199596	0.107879850481716
ANP32B	1.02739425121206e-05	0.00384606957756338	0.460844810307378	0.00939114991742685	0.00150649021899557	0.277012954639168	3.27587806694734e-07	0.00266057526791173	0.378665682934118
ANXA1	0.474481309631923	0.000591114652893273	0.0790982608298499	0.000495921975497101	0.00308310477714648	0.365679368416623	0.00218731160215727	0.00185591815883209	0.232756121159478
ANXA2	0.469041583909663	0.000474090830892873	0.0800719804056777	0.00187931635374856	0.00200144627212901	0.328724760288084	0.00642465258926998	0.00124772149265027	0.207653929048173
ANXA5	0.44453693480721	-0.000473843653168123	-0.0845369278640409	0.151049617161546	-0.00128529240275529	-0.155247969442861	0.103034159966408	-0.000890393851290537	-0.125100879632295
ANXA6	0.407154276055783	0.00145423158377644	0.0916241284425671	0.0289725455272259	0.00349462798078487	0.234254365187017	0.0346481208987404	0.00248881716658264	0.1616644384221
APCS	0.143275436196539	-0.000634378664409775	-0.161071622066863	0.0121837454900592	0.00101279641032185	0.267702179809889	0.500930659312772	0.000211557373956541	0.0518130405499093
APOA1	6.31978276677487e-07	-0.00260587808403646	-0.512276516097418	0.0206833717779346	-0.00144582384288963	-0.247758825118813	7.70058647093464e-07	-0.00201519590446933	-0.367378128612246
APOB	0.454038579405217	0.00102471974989568	0.0827898980662606	0.899276958497322	-0.000152431045229505	-0.0137687470891236	0.637769601313222	0.000425491613507194	0.0362585716512773
APOD	0.701511198787052	0.000385765331445558	0.0424364332831914	0.589286279712522	0.000439655870906319	0.0586790083064176	0.526418558295966	0.000407337989822684	0.0487725101907875
APOE	0.143717357463408	-0.00198601567304517	-0.160896249187607	0.874049061282909	-0.00016788063144527	-0.0172429925249165	0.211026529358592	-0.0010694415356955	-0.0961304767754863
APOE.1	0.2033265080411	-0.00101483264090613	-0.140215017052057	0.311848895662708	-0.000551689003300833	-0.109687010091761	0.101519543773351	-0.000781607445753274	-0.12564993334989
APOE.2	0.0719285921198009	-0.00141434698611255	-0.197370214100633	0.0643703596680576	-0.000879109973346451	-0.199187483900672	0.0115206788942983	-0.00114397193146885	-0.192803822281409
APOE.3	0.214278764878111	-0.000587143989923059	-0.136913191698856	0.0158678248809222	-0.000694091996888203	-0.257926336560921	0.0186445947816009	-0.000641426783735977	-0.179755403818439
APOL1	8.63179776700459e-14	-0.00385787478569691	-0.703365577546044	1.36284071364394e-07	-0.00247658850301036	-0.529241287563956	1.5521111653168e-19	-0.00315782923423014	-0.619943628052034
APOM	0.623607555595378	-0.000310538273987603	-0.0543189032202756	0.0154181327758591	-0.00209629836948836	-0.259006972775694	0.023348885846888	-0.00121925809312686	-0.17336988513909
APP	0.325447897844771	0.00128511653935367	0.108598968208638	0.00248611097890691	0.00391541267476672	0.320357278182957	0.0043154917697707	0.00261591194428617	0.217241343256061
AREG	0.903708378820385	0.000141822668767997	0.0133999866000259	0.00321861385364588	0.003532969020332	0.312421666416065	0.0261655524556581	0.00186877882395529	0.170060763845444
ARG1	0.693887364948086	-0.000512986717657779	-0.043576188741192	0.977708353461644	3.47793759793779e-05	0.00303966300070099	0.789980186008535	-0.000238247864416259	-0.0205155798037724
ARID3A	0.180249121856109	0.00130191473752692	0.147614193713057	0.0187560605951524	0.0026170768144731	0.251555263827875	0.00780838801456212	0.00196361872762845	0.202803027363235
ARPP19	0.369555895987163	0.00105138726026232	0.0991481583053397	0.00338912874967493	0.00378804884597441	0.310809548728731	0.00511672828947562	0.00243818180923394	0.213186983206084
ARSA	0.636383855670121	0.00022085824060873	0.0523311856314071	0.15011079414142	0.000607324671940887	0.155601103337538	0.180522922672221	0.000419946300089568	0.102889765410341
ARSB	0.00640282486233049	-0.00239668069977002	-0.295237010236835	0.824121762182519	0.000194990952193586	0.0241735170373007	0.0817278810785069	-0.00108041630622481	-0.133500926784462
ARTN	0.0254815515398772	0.00185860445434034	0.243715670319023	0.502670119364667	0.000504096535354756	0.0728208685293109	0.0385706028209419	0.00116352649370562	0.158362237071655
ASAH2	0.00149360310675993	-0.00301178345649376	-0.341173994931779	0.0152491997535733	-0.00220212169339348	-0.259419977385495	7.39039649419215e-05	-0.00261053388773025	-0.298341907449773
ASGR1	0.0164649465139524	-0.00238527097599608	-0.261048178063405	0.0986173189417101	-0.00137163500772917	-0.178226538808605	0.00354598864884103	-0.00187162977765431	-0.221830816158004
ATP5B	0.503438607210608	-0.000354294663531786	-0.0740123818361091	0.971189630581263	-2.23287788029839e-05	-0.00392888519655043	0.655364074450613	-0.000181757970093625	-0.0343731850307014
ATP5O	0.00920143740071846	-0.00432597205112031	-0.282588897730297	0.0676061591798576	-0.00324552680369624	-0.196866897504639	0.0017670827053092	-0.0037793892246937	-0.237426692733704
AURKA	0.659700727751234	0.000253932597600588	0.0487453647426159	0.178798012112282	0.00154106014765639	0.145477810556737	0.162282110185355	0.000902358287574089	0.10734299522394
AURKB	0.290127763986386	0.000999015243944649	0.116774259167895	0.853228708043213	0.000110950414207888	0.0201231764934452	0.318863585075474	0.000550563793011058	0.0766769991968159
AZU1	0.168840309067965	0.000951351468927779	0.151529352355602	2.62113209647157e-05	0.00353736291262577	0.434417999330529	3.50949356938089e-05	0.00226513199553362	0.31081732294093
B2M	1.4944870506182e-14	0.00652209867730256	0.71808474233714	1.96750055970172e-16	0.00576635370488742	0.74209805772972	4.27131107409635e-29	0.00614463419208717	0.724347082506047
BAD	0.624846650141336	-0.000569713016774481	-0.0541253811504588	0.0137619043333592	0.00322010079950093	0.263237761501898	0.122392517737193	0.00135495556039183	0.11858702800758
BCAM	0.00991795130557709	0.00120276483115783	0.279902789655497	0.0101430933660048	0.00118442564567234	0.274289998096737	0.000243598150870214	0.00119362261274493	0.277086182617872
BCAN	0.130335177997627	-0.000822336561144846	-0.166398225888019	0.00139018717088593	-0.00202744819025336	-0.337487284491993	0.00063823293491515	-0.00143999258519643	-0.258579050950837
BCAR3	0.822324005260596	-9.94049937810168e-05	-0.0248700268050994	0.761485992933129	0.000184678518225095	0.0330104143825809	0.906684269247631	4.40156902930652e-05	0.00903022821062269
BCL2	0.403147922241697	0.000528442246430262	0.0924056395523657	4.10065504502041e-06	0.00310576268745005	0.471191096052506	7.98923952178425e-05	0.00183959725203879	0.297003350037694
BCL2A1	0.00832116308344494	0.00119451107257335	0.286152057932481	0.000462988123021684	0.00216426256803065	0.367470234072371	1.06949046843202e-05	0.00168797415645673	0.329636372417338
BCL2L1	0.562904148477399	-0.000286340563446572	-0.0640175813791143	0.034825892065192	0.00114094718908988	0.226581846462434	0.236934082549428	0.000434844737512677	0.0909215879031332
BCL2L2	0.164351519293677	0.000669355301171225	0.153123158671521	0.197248580387523	-0.000971404748072747	-0.139582450728158	0.71282600166343	-0.000165491402983633	-0.0283487773046905
BCL6	0.17057536583092	-0.00096401290069981	-0.150921663381276	0.821826614299808	-0.000240716135069422	-0.0244942281340703	0.348069605596585	-0.000605562182642588	-0.0721924935475113
BDNF	0.00698121055551954	0.00237736722106982	0.292270177833678	0.00224209595801646	0.00384199649102924	0.323473851278529	4.84131931719425e-05	0.00311867007623687	0.305496972337091
BGLAP	0.78923723376082	-0.000383412199506057	-0.02960211939407	0.702311816390988	-0.000394738821047267	-0.0415597115215012	0.663974575036991	-0.000380859663359164	-0.033457963407859
BGN	0.000108987485459913	-0.0036401290069981	-0.409664574141924	0.000939210937156643	-0.00286516994359485	-0.348520166628204	3.74677594146495e-07	-0.0032558814675843	-0.376919978699555
BID	0.206248977301242	0.00121506043989725	0.139321822053344	4.80248084635962e-05	0.0034642456745554	0.421431891411829	0.00023522271487745	0.00236197139449707	0.277734363565866
BIRC3	0.00110279319872134	0.00283586212624256	0.349927806475124	0.0583467155612485	0.00130700952124738	0.203772159434388	0.000181798101116267	0.00206101997841177	0.282459154362706
BIRC5	0.868138974546448	-8.05522543597224e-05	-0.0183885801421478	0.611096547025079	0.000179934311389637	0.0552756499919436	0.862196698734921	5.14904384029936e-05	0.0133713636072717
BIRC7	0.813944643180036	-0.000306377778524806	-0.026063905968369	0.884966765494186	0.000173180098744748	0.015737550135383	0.940841392457032	-6.50769996730052e-05	-0.00571704908256027
BMP1	1.01986414800388e-11	-0.00566915558156964	-0.658201232885315	5.34515928764678e-10	-0.00449384288432523	-0.605168195470356	2.62310864112105e-20	-0.00506908603796861	-0.630107526351861
BMP10	0.0035633322838599	0.00155772193099192	0.314588913186428	0.393768907054812	0.000575182319786606	0.0925724049133671	0.0140669727379896	0.00105668954993891	0.187487392912428
BMP6	0.0243982114518753	0.00124334548129457	0.24548976224895	0.631570248273247	-0.000302211297657202	-0.0521287114277442	0.271885341393213	0.000465056234395285	0.0844914477251428
BMP7	0.582444675073966	-0.000559153584373625	-0.0608460696270873	0.0984502791673598	-0.00130871819829763	-0.17831354065371	0.145181180593524	-0.000933225278246524	-0.11187215913317
BMPER	0.264709041335004	0.000776276475206097	0.123073272941084	0.0215255632339231	0.00149659429657212	0.246194413910211	0.0157515056305356	0.00114199656436499	0.184416848655534
BMPR1A	0.424323521556941	0.000518062759413019	0.0883247070433824	0.0930581297132724	-0.00106353508944275	-0.181186399783078	0.524508682548943	-0.000288952325437701	-0.0489976897539102
BMPR2	0.230884491208168	0.000622978827744812	0.132127399324969	0.9525478748697	-5.04063701641047e-05	-0.00647344036616533	0.576897010332952	0.000278058141683989	0.0429608301285894
BMX	0.0801122259378204	0.00151242117502358	0.192040430977977	0.261183746353965	0.000691980577269639	0.121774678020404	0.0365242399383569	0.00109650385996301	0.160047650546957
BOC	0.0453843966315376	-0.00135976618964661	-0.218958810489818	5.90474483324492e-05	-0.00231415270748391	-0.416876312278901	3.07296935748934e-05	-0.00184741150355373	-0.312984584011252
BPI	3.32848045848352e-06	0.00720841234781269	0.48264726901307	0.0382846115796164	0.00287400062384056	0.222544804929898	1.46711766268978e-06	0.00501760926992618	0.358572327082035
BRF1	0.857692901413634	0.000141357974645498	0.0198601737902272	0.231866931718831	0.00142491935881052	0.129510426686244	0.266596950160533	0.000794104957747651	0.0854263851169117
BSG	0.0155298343068765	0.000892291812089549	0.263288555385934	0.170074005037972	0.0006909534645658	0.148420823971425	0.0124312903621371	0.000785827281009011	0.19079379580658
BST1	0.3877113711604	-0.000602609405804522	-0.0954604919594444	0.00807359051091536	-0.00270251966977756	-0.282282393472778	0.00714548028421827	-0.00166738016835323	-0.205022326734384
BTC	0.000255499595000656	0.00311782863267214	0.388972016740824	4.224147734882e-06	0.0048436800132182	0.47063516048254	3.86433683816598e-09	0.00399007080699967	0.431347394737032
BTK	0.171909944835527	-0.00277741547016169	-0.150457324228523	0.124515244182518	0.00333386961732306	0.165942669952884	0.829100523040768	0.000321022649600211	0.0166276861221143
C10orf54	0.0188216412604768	0.00137945537848843	0.255853705251176	0.0496322014939153	0.00103869241324088	0.211143201811661	0.00206877659339549	0.00120879821672881	0.233984573864475
C1QA.C1QB..C1QC	0.684784461464267	0.000174501541400289	0.044943043819688	0.561971383577563	0.000300228829801153	0.0630231950798762	0.473533424899062	0.000240804700307426	0.055173525264529
C1QBP	0.733503514801252	0.00011888655333404	0.0376998712241657	0.207311388134989	0.000334667158819318	0.136533313531553	0.298691688334575	0.00022632895043346	0.0799319403369367
C1R	4.79265923768484e-07	0.00835137005669267	0.516949499822067	7.01084392993568e-06	0.00658523446713796	0.460989142359117	1.13983457235651e-11	0.00745253131332794	0.48909643707361
C2	0.0930729409224447	0.000635371330152335	0.184426203502549	0.00408344105928438	0.000967082878118607	0.304915152418535	0.00141652311392973	0.000802374910732535	0.242175054951738
C3	2.8719994086482e-06	-0.00498931203518229	-0.485393095434486	1.23611518502902e-09	-0.00574686371837571	-0.5948518163407	2.96090729679793e-14	-0.00537709840034909	-0.538694454460727
C3.1	0.38713372276546	-0.000957863118908302	-0.0955762001066446	0.0757198948359446	-0.00148875154040425	-0.191419306491608	0.0734345475013578	-0.00122975515290573	-0.137252026978291
C3.2	0.0183783178739995	-0.00146693454140624	-0.256786394770927	3.05771205259554e-05	-0.00156881972861345	-0.431163991783804	2.25941698487405e-05	-0.00152081872883144	-0.31793891193214
C3.3	0.068078497054611	-0.00425803377040945	-0.2000479264896	9.03984452447593e-08	-0.0105122763666636	-0.53556647768238	1.08846977612151e-06	-0.00744321202346489	-0.362683181709958
C3.4	0.00657480516954118	-0.00443535116044998	-0.294330927586	0.00156125108182931	-0.00410241788526524	-0.334144164359187	3.47868065063072e-05	-0.00426881807156051	-0.310961734820595
C3.5	0.147415697705287	-0.00112282162271189	-0.159444266404631	0.000536290053674164	-0.00209871773756648	-0.363627221439211	0.000956789965582233	-0.00162461962221685	-0.25038254368628
C4A.C4B	0.00437975565989332	0.0049080637283497	0.307920262354854	0.0784169279206819	0.00281483824365052	0.189712420018744	0.000993193941888007	0.00384271634986061	0.249612981165572
C4A.C4B.1	0.684744908286455	0.000238206162041819	0.044948997526353	0.968367693940191	-1.94529161898161e-05	-0.00431390352744566	0.773969873187432	0.000108777451451086	0.0221212290329217
C5	0.0063922715639147	0.000667579576396699	0.295293307615077	0.0445210372459972	0.000738302857115628	0.2159780506252	0.00145294369802789	0.000702665419565243	0.241634560772693
C5.1	0.00150779455726707	0.00273473875291916	0.340897038688742	0.00108186620968354	0.0029044043778991	0.34458774341882	5.1525683249713e-06	0.00281496298886577	0.340612729277701
C5.C6	0.104749341772556	0.000462904555782086	0.178252464746048	0.799284863466857	9.04219291077828e-05	0.0276556892151194	0.231184196187805	0.000272622396206425	0.0920414876950422
C6	0.580850683582211	0.000489067823590254	0.0611029138588027	0.434252535078883	0.000501926068009219	0.0849088237980163	0.367572996809905	0.00048965591155605	0.0693289475227597
C7	1.2960493030241e-06	0.00244340519943287	0.499807648085124	0.000463217950501415	0.00161653029201351	0.3674573373682	2.86656715706294e-09	0.00202193566564266	0.434585629579487
C8A.C8B.C8G	0.246215609452891	-0.000797104659003482	-0.12791782645498	0.385134606960686	-0.000495296040942591	-0.0942661109485543	0.144483475810183	-0.000645456122517048	-0.11206532978673
C9	6.24980478545227e-07	0.00217936995386676	0.512465980615716	9.78991079963415e-07	0.00153794041528293	0.49693201875531	4.27125260147363e-12	0.00185180994207048	0.497846077219039
CA1	0.0282205115878255	0.00307303211926227	0.239500371588934	0.0297535396040107	0.00287719767431393	0.23315894780933	0.00197093810677885	0.00298704254872389	0.235047732897931
CA10	0.211145075097945	0.000465801478716029	0.13784542503454	0.377564065183312	0.00050417147036254	0.0957700009044321	0.160075260271916	0.000481568799643914	0.107906668603825
CA13	0.000671353621547234	-0.00576673146018758	-0.363734542449561	0.810118222211962	0.000443087788347531	0.0261336161476927	0.0375052292210678	-0.00262862893391967	-0.159230018617326
CA2	0.0783043911378194	0.00164019030707382	0.193178994798666	0.954265394925109	5.72320755726106e-05	0.00623887826201676	0.218622773034106	0.0008362573778936	0.0945582419145401
CA3	7.40336409608828e-09	0.00617138116980318	0.579979291284887	1.83912084837287e-07	0.00510885461708212	0.52454040439826	1.92568342783924e-14	0.00564851807823164	0.541984681535752
CA4	0.971119767774686	-4.04224563928992e-05	-0.00401024444814084	0.460527271856622	-0.000599574856365747	-0.0801515118402839	0.632400665654144	-0.000326450876379479	-0.0368381613963565
CA6	1.42741041733943e-09	-0.00800065452661511	-0.601628342589611	3.05350087557733e-07	-0.00622984658712083	-0.51642313992807	4.16617276544443e-15	-0.00708825072152163	-0.553409647760573
CA7	0.00347450153143337	0.00384770688281207	0.315394812205766	0.53601142807534	-0.000537399982947638	-0.0672457519347936	0.0394622186157812	0.00162118309862236	0.157651371706897
CA9	0.000176224914792088	0.00300741335432037	0.39816071000943	0.838854267704089	-0.000231422340588354	-0.0221196645333785	0.0537062325079439	0.00135747555466121	0.147802262990362
CADM1	0.726780487864419	-0.000180845110527987	-0.0386893445691851	0.0719479415369441	-0.000927835469201711	-0.19389018463331	0.122412526629537	-0.000562468831577878	-0.118580725040898
CADM3	0.833449267679178	0.000110336181479865	0.0232892652817821	0.0167767250477356	-0.00230269347662954	-0.255820591772639	0.047072508252304	-0.00112656593980449	-0.152077286194402
CALR	0.000994577355778436	0.001985038826677	0.352852323048168	0.0956177555293223	0.000893702970338973	0.179806791269002	0.000424249093335562	0.0014388826202691	0.26658780018841
CAMK1	0.925044772934495	5.77525810298004e-05	0.0104209536766335	0.431559248935066	-0.000475594488808194	-0.085405514936698	0.618356639154706	-0.000213131584329163	-0.038364193157724
CAMK1D	0.135569395986419	0.000603979759110473	0.164197423614399	0.163778416380977	0.00100686886585468	0.150614377152675	0.052995486799548	0.000805233451481697	0.148238620268962
CAMK2A	0.0295197733753505	-0.00179986909467698	-0.237620840828021	0.771867983558819	-0.000288470123703664	-0.0315323568175073	0.108869864234791	-0.00103803326709589	-0.123043049929996
CAMK2B	0.459126863539889	-0.000959963140857684	-0.081862664688853	0.886302659403007	-0.000161863853417586	-0.0155535525492459	0.513296447643533	-0.000557747430792437	-0.0503281613688473
CAMK2D	0.0269239568085834	-0.00283517200603508	-0.241450421497455	0.600419310866309	-0.000725845905026883	-0.0569349034514149	0.0600404472327677	-0.00176897821983471	-0.144110586723662
CAMKK1	0.430374129824533	0.000595749729587571	0.0871803381895192	0.000656002201608629	0.00293458835790654	0.358280040193341	0.00189092416804792	0.00178206977734811	0.235953513776517
CAPG	6.3312684606647e-16	0.008647028231651	0.742455614960884	1.81342233124022e-10	0.00631759865868982	0.617946882713487	1.31641370067744e-24	0.00746037885217092	0.680602272289087
CAPN1.CAPNS1	0.794466983198719	-0.000272083352283647	-0.0288508360124154	0.00942884397605287	0.0028607225641224	0.276871987837464	0.0822161020400388	0.00132020434181588	0.133289834862998
CASP10	0.387368092726522	-0.000375763531991718	-0.0955292412557947	0.184007018229185	0.000379950675288866	0.143770338606162	0.975853831389833	7.79114860556045e-06	0.00233170162124874
CASP2	0.583913130125596	-0.000960809477387184	-0.0606097383537989	0.179793063939034	0.0015176097268288	0.145148862982628	0.76782266447329	0.000305592025039729	0.0227402255639556
CASP3	0.000477526926573377	-0.00596073829020247	-0.372868432241306	0.837354758613561	-0.000415975878871139	-0.0223283445831022	0.0176674854254638	-0.00315412278936601	-0.181254710122522
CAST	0.202846927568612	-0.000788475190277403	-0.140362465599447	0.404375448942656	-0.000559351968407624	-0.0905217604456925	0.158312587064962	-0.00069038533465591	-0.108361087734833
